source_file,page_num,type,term,definition,canonical_id,raw_text,confidence
Cabinet Resolution No. (34) of 2025 Regarding Qualifying Investment Funds and Qualifying Limited Partnerships for the Purpo.pdf,13,citation,,,cabinet_resolution_2025,Cabinet Resolution of 2025 Regarding Qualifying Investment Funds and Qualifying Limited Partnerships for,0.95
Cabinet Resolution No. (34) of 2025 Regarding Qualifying Investment Funds and Qualifying Limited Partnerships for the Purpo.pdf,13,citation,,,81_2023_81_2023,No. (81) of 2023,0.95
Cabinet Resolution No. (34) of 2025 Regarding Qualifying Investment Funds and Qualifying Limited Partnerships for the Purpo.pdf,13,citation,,,47_2022_47_2022,No. (47) of 2022,0.95
Cabinet Resolution No. (34) of 2025 Regarding Qualifying Investment Funds and Qualifying Limited Partnerships for the Purpo.pdf,14,citation,,,cabinet_resolution_2025,Cabinet Resolution of 2025 Regarding Qualifying Investment Funds and Qualifying Limited Partnerships for,0.95
Cabinet Resolution No. (34) of 2025 Regarding Qualifying Investment Funds and Qualifying Limited Partnerships for the Purpo.pdf,14,term_definition,"Mohammed Bin Rashid Al Maktoum
Prime Minister
Issued by Us",Dated: 27 Ramadan 1446 A.H.,mohammed_bin_rashid_al_maktoum_prime_minister_issued_by_us,"Mohammed Bin Rashid Al Maktoum
Prime Minister
Issued by Us : Dated: 27 Ramadan 1446 A.H.",0.98
Cabinet Resolution No. (34) of 2025 Regarding Qualifying Investment Funds and Qualifying Limited Partnerships for the Purpo.pdf,14,term_definition,Corresponding to,"March 27, 2025 A.D.",corresponding_to,"Corresponding to : March 27, 2025 A.D.",0.98
Cabinet Resolution No. (34) of 2025 Regarding Qualifying Investment Funds and Qualifying Limited Partnerships for the Purpo.pdf,1,term_definition,(47) of 2022 Regarding,Taxation of Corporations and,47_of_2022_regarding,(47) of 2022 Regarding Taxation of Corporations and,0.6943785943103599
Cabinet Resolution No. (34) of 2025 Regarding Qualifying Investment Funds and Qualifying Limited Partnerships for the Purpo.pdf,1,citation,,,federal_decree_law_2022,the Purposes of Federal Decree by Law of 2022 Regarding Taxation of Corporations and Business,0.7513801919624705
Cabinet Resolution No. (34) of 2025 Regarding Qualifying Investment Funds and Qualifying Limited Partnerships for the Purpo.pdf,2,term_definition,immovable property located in,"the State, the total value of the assets",immovable_property_located_in,"immovable property located in the State, the total value of the assets",0.7240977515102258
Cabinet Resolution No. (34) of 2025 Regarding Qualifying Investment Funds and Qualifying Limited Partnerships for the Purpo.pdf,2,term_definition,of the immovable property,"located in the State, and the assets held by",of_the_immovable_property,"of the immovable property located in the State, and the assets held by",0.802044478740107
Cabinet Resolution No. (34) of 2025 Regarding Qualifying Investment Funds and Qualifying Limited Partnerships for the Purpo.pdf,7,term_definition,The value of Immovable,"Property, excluding land, managed or owned by the Real",the_value_of_immovable,"The value of Immovable Property, excluding land, managed or owned by the Real",1.0
Cabinet Resolution No. (34) of 2025 Regarding Qualifying Investment Funds and Qualifying Limited Partnerships for the Purpo.pdf,12,term_definition,For assets and liabilities,that were held prior to the first Tax Period in which the,for_assets_and_liabilities,For assets and liabilities that were held prior to the first Tax Period in which the,1.0000000000000002
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,cabinet_resolution_37_2017,Cabinet Resolution No. (37) of 2017,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,federal_decree_law_7_2017,Federal Decree-law No. (7) of 2017,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,federal_decree_law_13_2016,Federal Decree-Law No. (13) of 2016,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,federal_decree_law_7_2017,Federal Decree-Law No. (7) of 2017,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,federal_decree_law_7_2017,Federal Decree-Law No. (7) of 2017,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,cabinet_resolution_37_2017,Cabinet Resolution No. (37) of 2017,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,federal_decree_law_7_2017,Federal Decree-law No. (7) of 2017,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,federal_decree_law_13_2016,Federal Decree-Law No. (13) of 2016 Establishing the Federal Tax Authority; and,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,federal_decree_law_7_2017,Federal Decree-Law No. (7) of 2017 Concerning the Excise Tax; and,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,federal_decree_law_7_2017,Federal Decree-Law No. (7) of 2017 Concerning the Excise Tax.,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,cabinet_resolution_federal_2017_2017,Cabinet Resolution of 2017 Concerning the Executive Regulations of Federal Decree-Law of 2017 Concerning the 1,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,37_2017_37_2017,No. (37) of 2017,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,2017_7_2017,No. (7) of 2017,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,1972_1_1972,No. (1) of 1972,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,13_2016_13_2016,No. (13) of 2016,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,2017_7_2017,No. (7) of 2017,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,2017_7_2017,No. (7) of 2017,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,2017_7_2017,No. (7) of 2017,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,citation,,,2017_7_2017,No. (7) of 2017,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,term_definition,Hereby resolves,Article (1),hereby_resolves,Hereby resolves : Article (1),0.98
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,term_definition,Law,Federal Decree-Law No. (7) of 2017 Concerning the Excise Tax.,law,Law : Federal Decree-Law No. (7) of 2017 Concerning the Excise Tax.,0.98
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,term_definition,Direct Export,"The exportation of excisable goods where the supplier assumes the
responsibility for making arrangements for transport or
appointment of a shipping agent to act on their behalf.",direct_export,"Direct Export : The exportation of excisable goods where the supplier assumes the
responsibility for making arrangements for transport or
appointment of a shipping agent to act on their behalf.",0.98
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,1,term_definition,Indirect Export,"The exportation of excisable goods to a customer abroad who
assumes the responsibility for arranging receipt of goods from the
supplier within the State and then exporting them by itself or
through appointing a shipping agent to act on their behalf.",indirect_export,"Indirect Export : The exportation of excisable goods to a customer abroad who
assumes the responsibility for arranging receipt of goods from the
supplier within the State and then exporting them by itself or
through appointing a shipping agent to act on their behalf.",0.98
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,2,citation,,,cabinet_resolution_federal_2017_2017,Cabinet Resolution of 2017 Concerning the Executive Regulations of Federal Decree-Law of 2017 Concerning the 2,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,2,term_definition,Customer,"A person who is not residing in the State, who has no establishment",customer,"Customer : A person who is not residing in the State, who has no establishment",0.98
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,2,term_definition,Zone Retail,"Any retail store located in a specific area, and which sells goods to",zone_retail,"Zone Retail : Any retail store located in a specific area, and which sells goods to",0.98
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,2,term_definition,Official Proof,"The export certificate issued by a Customs Authority in the State, a",official_proof,"Official Proof : The export certificate issued by a Customs Authority in the State, a",0.98
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,2,term_definition,Commercial,"A document issued by the sea, air or land transport companies and",commercial,"Commercial : A document issued by the sea, air or land transport companies and",0.98
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,2,term_definition,Shipment,"A document issued by the sea, air or land transport companies and",shipment,"Shipment : A document issued by the sea, air or land transport companies and",0.98
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,3,citation,,,cabinet_resolution_federal_2017_2017,Cabinet Resolution of 2017 Concerning the Executive Regulations of Federal Decree-Law of 2017 Concerning the 3,0.95
Cabinet Resolution No. (37) of 2017 Concerning the Executive Regulations of Federal Decree-law No. (7) of 2017 on the Excise Ta.pdf,3,term_definition,"This includes without
limitation","a. The person falling within a supply chain for which the tax has not been paid.
b. An investor or a person holding a financial interest in a supply chain for which the tax has
not been paid.
c. The owner of excisable goods in any case where he is the producer, importer, warehouse
keeper or storing person.
2. The warehouse keeper shall be responsible for payment of the tax due if the excisable goods
are released from a certain area and the person responsible for the tax payment fails to pay
the same in any of the following cases:
a. If the warehouse keeper fails to keep the records referred to in Article (24) Decree-law.
b. If the warehouse keeper fails to meet any of the conditions imposed by FTA as set forth in",this_includes_without_limitation,"This includes without
limitation : a. The person falling within a supply chain for which the tax has not been paid.
b. An investor or a person holding a financial interest in a supply chain for which the tax has
not been paid.
c. The owner of excisable goods in any case where he is the producer, importer, warehouse
keeper or storing person.
2. The warehouse keeper shall be responsible for payment of the tax due if the excisable goods
are released from a certain area and the person responsible for the tax payment fails to pay
the same in any of the following cases:
a. If the warehouse keeper fails to keep the records referred to in Article (24) Decree-law.
b. If the warehouse keeper fails to meet any of the conditions imposed by FTA as set forth in",0.98
